Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 Population)",2015 Population,,2020 Population
012816022,San Juan,Bgy,,,,R, 267 ,, 222
012816025,San Pedro,Bgy,,,,U, 647 ,, 592
012816028,San Roque (Pob.),Bgy,,,,R," 1,195 ",," 1,101 "
012816029,Sangladan Pob.,Bgy,Nalbuan,,,R, 427 ,, 383
012816030,Santa Rita (Pob.),Bgy,,,,R, 706 ,, 838
012816031,Sideg,Bgy,,,,R, 459 ,, 459
012816032,Suba,Bgy,,,,R," 1,579 ",," 1,512 "
012816033,Sungadan,Bgy,,,,R," 1,309 ",," 1,181 "
012816034,Surgui,Bgy,,,,R, 794 ,, 805
012816035,Veronica,Bgy,,,,R, 264 ,, 251
012817000,Pasuquin,Mun,,,3rd,," 28,980 ",," 29,678 "
012817001,Batuli,Bgy,,,,R, 376 ,, 452
012817002,Binsang,Bgy,,,,R, 862 ,, 972
012817003,Nalvo,Bgy,Cababaan-Nalvo,,,R, 522 ,, 591
012817004,Caruan,Bgy,,,,R," 1,275 ",," 1,429 "
012817005,Carusikis,Bgy,,,,R, 776 ,, 819
012817006,Carusipan,Bgy,,,,R, 480 ,, 459
012817007,Dadaeman,Bgy,,,,R, 340 ,, 322
012817008,Darupidip,Bgy,,,,R, 306 ,, 287
012817009,Davila,Bgy,,,,R," 4,123 ",," 3,989 "
012817010,Dilanis,Bgy,,,,R, 402 ,, 452
012817011,Dilavo,Bgy,,,,R, 574 ,, 641
012817012,Estancia,Bgy,,,,R," 1,024 ",," 1,117 "
012817014,Naglicuan,Bgy,,,,R," 1,642 ",," 1,750 "
012817015,Nagsanga,Bgy,,,,R," 1,293 ",," 1,335 "
012817016,Ngabangab,Bgy,,,,R, 726 ,, 693
012817017,Pangil,Bgy,,,,R, 430 ,, 392
012817018,Poblacion 1,Bgy,,,,R," 1,175 ",," 1,051 "
012817019,Poblacion 2,Bgy,,,,R," 1,919 ",," 1,821 "
012817020,Poblacion 3,Bgy,,,,R," 1,035 ",, 934
012817021,Poblacion 4,Bgy,,,,R," 1,412 ",," 1,471 "
012817022,Pragata,Bgy,Pragata-Bungro,,,R, 520 ,, 606
012817023,Puyupuyan,Bgy,,,,R, 798 ,, 871
012817024,Sulongan,Bgy,,,,R, 442 ,, 492
012817025,Salpad,Bgy,,,,R, 586 ,, 665
012817026,San Juan,Bgy,,,,R," 1,475 ",," 1,605 "
012817027,Santa Catalina,Bgy,,,,R, 917 ,, 847
012817028,Santa Matilde,Bgy,,,,R, 406 ,, 421
012817029,Sapat,Bgy,,,,R, 62 ,, 69
012817030,Sulbec,Bgy,,,,R, 816 ,, 916
012817031,Surong,Bgy,,,,R, 334 ,, 340
012817032,Susugaen,Bgy,,,,R," 1,364 ",," 1,319 "
012817033,Tabungao,Bgy,,,,R, 215 ,, 161
012817034,Tadao,Bgy,,,,R, 353 ,, 389
012818000,Piddig,Mun,,,3rd,," 21,497 ",," 22,475 "
012818001,Ab-abut,Bgy,,,,R, 412 ,, 462
012818002,Abucay,Bgy,,,,R," 1,531 ",," 1,635 "
012818003,Anao (Pob.),Bgy,,,,R," 1,233 ",," 1,234 "
012818004,Arua-ay,Bgy,,,,R, 381 ,, 382
012818005,Bimmanga,Bgy,,,,R, 297 ,, 307
012818006,Boyboy,Bgy,,,,R," 1,549 ",," 1,665 "
012818007,Cabaroan (Pob.),Bgy,,,,R, 958 ,, 960
012818008,Calambeg,Bgy,,,,R," 1,288 ",," 1,331 "
012818009,Callusa,Bgy,,,,R, 651 ,, 682
012818010,Dupitac,Bgy,,,,R, 712 ,, 765
012818011,Estancia,Bgy,,,,R," 1,810 ",," 1,825 "
012818012,Gayamat,Bgy,,,,R, 597 ,, 644
012818013,Lagandit,Bgy,,,,R, 628 ,, 657
012818014,Libnaoan,Bgy,,,,R, 616 ,, 688
012818015,Loing (Pob.),Bgy,,,,R," 1,555 ",," 1,575 "
012818016,Maab-abaca,Bgy,,,,R, 454 ,, 497
012818017,Mangitayag,Bgy,,,,R, 611 ,, 671
012818018,Maruaya,Bgy,,,,R, 894 ,, 907
012818019,San Antonio,Bgy,,,,R, 700 ,, 706
012818020,Santa Maria,Bgy,,,,R," 1,491 ",," 1,510 "
012818021,Sucsuquen,Bgy,,,,R, 681 ,, 689
012818022,Tangaoan,Bgy,,,,R," 1,024 ",," 1,119 "
012818023,Tonoton,Bgy,,,,R," 1,424 ",," 1,564 "
012819000,Pinili,Mun,,,3rd,," 17,300 ",," 17,626 "
012819001,Aglipay,Bgy,,,,U, 607 ,, 653
012819002,Apatut-Lubong,Bgy,,,,R, 394 ,, 391
012819003,Badio,Bgy,,,,R," 1,355 ",," 1,398 "
012819004,Barbar,Bgy,,,,R, 622 ,, 738
012819005,Buanga,Bgy,,,,R, 421 ,, 457
012819006,Bulbulala,Bgy,,,,R, 504 ,, 509
012819007,Bungro,Bgy,,,,R, 380 ,, 391
012819008,Cabaroan,Bgy,,,,R, 467 ,, 509
012819009,Capangdanan,Bgy,,,,R, 755 ,, 760
012819010,Dalayap,Bgy,,,,U, 668 ,, 621
012819011,Darat,Bgy,,,,U," 1,091 ",," 1,081 "
012819012,Gulpeng,Bgy,,,,R, 380 ,, 384
012819013,Liliputen,Bgy,,,,R, 479 ,, 546
012819014,Lumbaan-Bicbica,Bgy,,,,R, 726 ,, 751
012819015,Nagtrigoan,Bgy,,,,R, 698 ,, 748
012819016,Pagdilao (Pob.),Bgy,,,,U," 1,236 ",," 1,142 "
012819017,Pugaoan,Bgy,,,,R, 559 ,, 608
012819018,Puritac,Bgy,,,,R, 562 ,, 574
012819019,Sacritan,Bgy,,,,R," 1,184 ",," 1,243 "
012819020,Salanap,Bgy,,,,R, 478 ,, 488
012819021,Santo Tomas,Bgy,,,,R, 721 ,, 722
012819022,Tartarabang,Bgy,,,,R," 1,098 ",," 1,001 "
012819023,Puzol,Bgy,,,,R, 257 ,, 256
012819024,Upon,Bgy,,,,R, 577 ,, 586
012819025,Valbuena (Pob.),Bgy,,,,U," 1,081 ",," 1,069 "
012820000,San Nicolas,Mun,,,2nd,," 36,736 ",," 38,895 "
012820001,San Francisco (Pob.),Bgy,,,,U," 1,599 ",," 1,783 "
012820002,San Ildefonso (Pob.),Bgy,,,,U," 1,470 ",," 1,743 "
012820003,San Agustin,Bgy,,,,R," 2,249 ",," 2,475 "
012820004,San Baltazar (Pob.),Bgy,,,,U, 752 ,, 804
012820005,San Bartolome (Pob.),Bgy,,,,U, 872 ,, 834
012820006,San Cayetano (Pob.),Bgy,,,,R, 776 ,, 847
012820007,San Eugenio (Pob.),Bgy,,,,R," 1,075 ",," 1,021 "
012820008,San Fernando (Pob.),Bgy,,,,U," 1,086 ",," 1,131 "
012820009,San Gregorio (Pob.),Bgy,,,,R," 1,718 ",," 1,987 "
012820010,San Guillermo,Bgy,,,,U," 1,777 ",," 1,678 "
012820011,San Jose (Pob.),Bgy,,,,R," 1,130 ",," 1,452 "
012820012,San Juan Bautista (Pob.),Bgy,,,,R," 3,041 ",," 2,940 "
012820013,San Lorenzo,Bgy,,,,U," 2,277 ",," 2,359 "
012820014,San Lucas (Pob.),Bgy,,,,U," 1,384 ",," 1,280 "
012820015,San Marcos,Bgy,Payas,,,U," 2,675 ",," 3,006 "
012820016,San Miguel (Pob.),Bgy,,,,U," 1,606 ",," 1,699 "
012820017,San Pablo,Bgy,,,,R," 1,709 ",," 1,769 "
012820018,San Paulo (Pob.),Bgy,,,,R, 959 ,, 945
012820019,San Pedro,Bgy,Bingao,,,R," 1,815 ",," 1,969 "
012820020,San Rufino (Pob.),Bgy,,,,R," 1,145 ",," 1,145 "
012820021,San Silvestre (Pob.),Bgy,,,,R, 835 ,, 857
012820022,Santa Asuncion,Bgy,Samac,,,U, 881 ,, 923
012820023,Santa Cecilia,Bgy,Barabar,,,R," 1,904 ",," 2,043 "
012820024,Santa Monica,Bgy,Nagrebcan,,,R," 2,001 ",," 2,205 "
012821000,Sarrat,Mun,,,4th,," 25,212 ",," 25,186 "
012821001,San Agustin (Pob.),Bgy,,,,U, 604 ,, 565
012821002,San Andres,Bgy,,,,R," 1,479 ",," 1,503 "
012821003,San Antonio,Bgy,,,,R," 1,188 ",," 1,194 "
012821004,San Bernabe,Bgy,,,,R, 250 ,, 237
012821005,San Cristobal,Bgy,,,,R," 1,597 ",," 1,668 "
012821006,San Felipe,Bgy,,,,R," 1,114 ",," 1,113 "
012821007,San Francisco (Pob.),Bgy,,,,R, 970 ,, 969
012821008,San Isidro,Bgy,,,,U," 1,125 ",," 1,103 "
012821009,San Joaquin (Pob.),Bgy,,,,U," 1,399 ",," 1,433 "
012821010,San Jose,Bgy,,,,R," 1,542 ",," 1,598 "
012821011,San Juan,Bgy,,,,R, 784 ,, 772
012821012,San Leandro (Pob.),Bgy,,,,R," 1,328 ",," 1,268 "
012821014,San Lorenzo,Bgy,,,,R, 964 ,, 930
012821015,San Manuel,Bgy,,,,R, 814 ,, 878
012821016,San Marcos,Bgy,,,,R," 1,377 ",," 1,403 "
012821017,San Nicolas,Bgy,,,,R," 1,810 ",," 1,747 "
012821018,San Pedro,Bgy,,,,R, 852 ,, 933
012821019,San Roque,Bgy,,,,R, 981 ,, 898
012821020,San Vicente (Pob.),Bgy,,,,R, 940 ,, 933
012821021,Santa Barbara (Pob.),Bgy,,,,R, 604 ,, 569
012821022,Santa Magdalena,Bgy,,,,R, 803 ,, 807
012821023,Santa Rosa,Bgy,,,,R," 1,013 ",, 973
012821024,Santo Santiago,Bgy,,,,R, 725 ,, 775
012821025,Santo Tomas,Bgy,,,,R, 949 ,, 917
012822000,Solsona,Mun,,,3rd,," 24,121 ",," 24,851 "
012822001,Aguitap,Bgy,,,,R, 882 ,, 904
012822002,Bagbag,Bgy,,,,R, 637 ,, 671
012822003,Bagbago,Bgy,,,,R," 1,160 ",," 1,172 "
012822004,Barcelona,Bgy,,,,R," 1,331 ",," 1,405 "
012822005,Bubuos,Bgy,,,,R, 811 ,, 842
012822006,Capurictan,Bgy,,,,R," 1,138 ",," 1,154 "
012822007,Catangraran,Bgy,,,,R," 1,395 ",," 1,399 "
012822008,Darasdas,Bgy,,,,R," 1,474 ",," 1,480 "
012822009,Juan (Pob.),Bgy,,,,U," 2,376 ",," 2,402 "
012822010,Laureta (Pob.),Bgy,,,,R," 1,438 ",," 1,449 "
012822011,Lipay,Bgy,,,,R, 343 ,, 354
012822012,Maananteng,Bgy,,,,R," 1,277 ",," 1,294 "
012822013,Manalpac,Bgy,,,,R," 2,093 ",," 2,130 "
012822014,Mariquet,Bgy,,,,R," 1,154 ",," 1,263 "
012822015,Nagpatpatan,Bgy,,,,R, 702 ,, 710
012822016,Nalasin,Bgy,,,,R, 685 ,, 735
012822017,Puttao,Bgy,,,,R," 1,252 ",," 1,301 "
012822018,San Juan,Bgy,,,,R, 550 ,, 564
012822019,San Julian,Bgy,,,,R, 269 ,, 279
012822020,Santa Ana,Bgy,,,,R," 1,208 ",," 1,283 "
012822021,Santiago,Bgy,,,,R, 908 ,, 964
012822022,Talugtog,Bgy,,,,R," 1,038 ",," 1,096 "
012823000,Vintar,Mun,,,1st,," 32,220 ",," 33,339 "
012823001,Abkir,Bgy,,,,R," 1,290 ",," 1,276 "
012823003,Alsem,Bgy,,,,R, 508 ,, 560
012823005,Bago,Bgy,,,,R, 384 ,, 394
012823010,Bulbulala,Bgy,,,,R," 1,282 ",," 1,331 "
012823011,Cabangaran,Bgy,,,,R, 607 ,, 612
012823012,Cabayo,Bgy,,,,R, 556 ,, 559
012823013,Cabisocolan,Bgy,,,,R, 744 ,, 795
012823014,Canaam,Bgy,,,,R, 773 ,, 795
012823015,Columbia,Bgy,,,,R, 764 ,, 821
012823016,Dagupan,Bgy,,,,R, 616 ,, 619
012823017,Pedro F. Alviar,Bgy,Diaton,,,R, 918 ,, 923
012823019,Dipilat,Bgy,,,,R," 1,158 ",," 1,211 "
012823022,Esperanza,Bgy,,,,R, 328 ,, 389
012823023,Ester,Bgy,,,,R," 1,541 ",," 1,551 "
012823024,Isic Isic,Bgy,,,,R," 1,796 ",," 1,788 "
012823027,Lubnac,Bgy,,,,R," 1,668 ",," 1,889 "
012823028,Mabanbanag,Bgy,,,,R, 671 ,, 676
012823030,Alejo Malasig,Bgy,,,,R," 1,196 ",," 1,230 "
012823031,Manarang,Bgy,,,,R, 666 ,, 667
012823033,Margaay,Bgy,,,,R, 808 ,, 813
012823035,Namoroc,Bgy,,,,R, 799 ,, 832
012823038,Malampa,Bgy,Peninaan-Malampa,,,R, 776 ,, 780
012823039,Parparoroc,Bgy,,,,R," 1,328 ",," 1,365 "
012823040,Parut,Bgy,,,,R," 1,310 ",," 1,433 "
012823047,Salsalamagui,Bgy,,,,R," 1,139 ",," 1,181 "
012823049,San Jose,Bgy,Lipay,,,R, 835 ,, 839
012823050,San Nicolas (Pob.),Bgy,,,,R," 1,115 ",," 1,126 "
012823051,San Pedro (Pob.),Bgy,,,,R, 897 ,, 901
012823052,San Ramon (Pob.),Bgy,,,,R," 1,221 ",," 1,375 "
012823053,San Roque (Pob.),Bgy,,,,R," 1,064 ",," 1,069 "
012823054,Santa Maria (Pob.),Bgy,,,,R," 1,033 ",," 1,036 "
012823056,Tamdagan,Bgy,,,,R," 1,346 ",," 1,351 "
012823058,Visaya,Bgy,,,,R," 1,083 ",," 1,152 "
012900000,Ilocos Sur,Prov,,,1st,," 689,668 ",," 706,009 "
012901000,Alilem,Mun,,,4th,," 6,695 ",," 7,361 "
012901001,Alilem Daya (Pob.),Bgy,,,,R," 1,575 ",," 1,684 "
012901002,Amilongan,Bgy,,,,R, 520 ,, 624
012901003,Anaao,Bgy,,,,R, 772 ,, 871
012901004,Apang,Bgy,,,,R, 489 ,, 455
012901005,Apaya,Bgy,,,,R, 531 ,, 598
012901006,Batbato,Bgy,,,,R, 502 ,, 566
012901010,Daddaay,Bgy,,,,R, 608 ,, 700
012901011,Dalawa,Bgy,,,,R," 1,241 ",," 1,421 "
012901013,Kiat,Bgy,,,,R, 457 ,, 442
012902000,Banayoyo,Mun,,,4th,," 7,748 ",," 7,931 "
012902001,Bagbagotot,Bgy,,,,R, 450 ,, 427
012902002,Banbanaal,Bgy,,,,R, 629 ,, 644
012902004,Bisangol,Bgy,,,,R, 206 ,, 196
012902005,Cadanglaan,Bgy,,,,R, 283 ,, 363
012902006,Casilagan Norte,Bgy,,,,R, 551 ,, 586
012902007,Casilagan Sur,Bgy,,,,R, 429 ,, 439
012902008,Elefante,Bgy,,,,R, 572 ,, 618
012902009,Guardia,Bgy,,,,R, 512 ,, 446
012902010,Lintic,Bgy,,,,R," 1,312 ",," 1,328 "
012902011,Lopez,Bgy,,,,R, 422 ,, 435
012902012,Montero,Bgy,,,,R, 119 ,, 114
012902013,Naguimba,Bgy,,,,R, 960 ,," 1,035 "
012902014,Pila,Bgy,,,,R, 201 ,, 202
012902015,Poblacion,Bgy,,,,R," 1,102 ",," 1,098 "
012903000,Bantay,Mun,,,3rd,," 35,731 ",," 37,118 "
012903001,Aggay,Bgy,,,,R, 733 ,, 764
012903002,An-annam,Bgy,,,,R," 1,495 ",," 1,405 "
012903003,Balaleng,Bgy,,,,U," 2,481 ",," 3,016 "
012903004,Banaoang,Bgy,,,,R, 458 ,, 451
012903005,Bulag,Bgy,,,,R," 2,568 ",," 2,765 "
012903006,Buquig,Bgy,,,,R, 939 ,, 923
012903007,Cabalanggan,Bgy,,,,R, 745 ,, 584
012903008,Cabaroan,Bgy,,,,R, 819 ,, 941
012903009,Cabusligan,Bgy,,,,R, 720 ,, 785
012903010,Capangdanan,Bgy,,,,R, 923 ,," 1,005 "
012903011,Guimod,Bgy,,,,R," 1,106 ",," 1,118 "
012903012,Lingsat,Bgy,,,,R," 1,151 ",," 1,042 "
012903013,Malingeb,Bgy,,,,R," 1,427 ",," 1,332 "
012903014,Mira,Bgy,,,,R, 568 ,, 896
012903015,Naguiddayan,Bgy,,,,R, 668 ,, 767
012903016,Ora,Bgy,,,,R," 2,135 ",," 2,285 "
012903017,Paing,Bgy,,,,R," 1,542 ",," 1,625 "
012903018,Puspus,Bgy,,,,R, 534 ,, 453
012903019,Quimmarayan,Bgy,,,,R, 577 ,, 583
012903020,Sagneb,Bgy,,,,R, 363 ,, 400
012903021,Sagpat,Bgy,,,,R, 766 ,, 826
012903022,San Mariano,Bgy,Sallacong,,,R, 371 ,, 358
012903023,San Isidro,Bgy,,,,R, 841 ,, 983
012903024,San Julian,Bgy,,,,R, 961 ,, 972
012903026,Sinabaan,Bgy,,,,R, 680 ,, 734
012903027,Taguiporo,Bgy,,,,R," 1,349 ",," 1,376 "
012903028,Taleb,Bgy,,,,R," 1,938 ",," 1,953 "
012903029,Tay-ac,Bgy,,,,R," 2,609 ",," 2,595 "
012903030,Barangay 1 (Pob.),Bgy,,,,R, 595 ,, 672
012903031,Barangay 2 (Pob.),Bgy,,,,U, 660 ,, 508
012903032,Barangay 3 (Pob.),Bgy,,,,R, 920 ,," 1,051 "
012903033,Barangay 4 (Pob.),Bgy,,,,U, 970 ,, 795
012903034,Barangay 5 (Pob.),Bgy,,,,U, 690 ,, 664
012903035,Barangay 6 (Pob.),Bgy,,,,U, 429 ,, 491
012904000,Burgos,Mun,,,4th,," 12,224 ",," 12,793 "
012904001,Ambugat,Bgy,,,,R, 411 ,, 468
012904002,Balugang,Bgy,,,,R, 445 ,, 456
012904003,Bangbangar,Bgy,,,,R, 289 ,, 297
012904005,Bessang,Bgy,,,,R, 437 ,, 453
012904006,Cabcaburao,Bgy,,,,R, 501 ,, 552
012904007,Cadacad,Bgy,,,,R, 386 ,, 360
012904008,Callitong,Bgy,,,,R, 551 ,, 582
012904009,Dayanki,Bgy,,,,R, 677 ,, 762
012904010,Lesseb,Bgy,,,,R, 147 ,, 142
012904011,Lubing,Bgy,,,,R, 436 ,, 473
012904012,Lucaban,Bgy,,,,R, 498 ,, 483
012904013,Luna,Bgy,,,,R," 1,126 ",," 1,196 "
012904014,Macaoayan,Bgy,,,,R, 467 ,, 469
012904015,Mambug,Bgy,,,,R, 612 ,, 618
012904016,Manaboc,Bgy,,,,R, 586 ,, 653
012904017,Mapanit,Bgy,,,,R, 264 ,, 266
012904018,Poblacion Sur,Bgy,Masingit,,,R, 180 ,, 196
012904019,Nagpanaoan,Bgy,,,,R, 384 ,, 413
012904020,Dirdirig,Bgy,Dirdirig-Paday,,,R, 955 ,, 946
012904022,Paduros,Bgy,,,,R, 688 ,, 717
012904023,Patac,Bgy,,,,R, 268 ,, 294
012904024,Poblacion Norte,Bgy,Bato,,,R, 339 ,, 360
012904026,Sabangan Pinggan,Bgy,,,,R, 385 ,, 346
012904027,Subadi Norte,Bgy,,,,R, 410 ,, 442
012904028,Subadi Sur,Bgy,,,,R, 167 ,, 161
012904029,Taliao,Bgy,,,,R, 615 ,, 688
012905000,Cabugao,Mun,,,1st,," 37,501 ",," 38,884 "
012905001,Alinaay,Bgy,,,,R, 808 ,, 852
012905002,Aragan,Bgy,,,,R, 804 ,, 934
012905003,Arnap,Bgy,,,,R," 1,242 ",," 1,310 "
012905004,Baclig (Pob.),Bgy,,,,U," 2,366 ",," 2,446 "
012905005,Bato,Bgy,,,,R, 533 ,, 532
012905006,Bonifacio (Pob.),Bgy,,,,R," 1,372 ",," 1,438 "
012905007,Bungro,Bgy,,,,R, 438 ,, 434
012905008,Cacadiran,Bgy,,,,R, 915 ,," 1,076 "
012905009,Caellayan,Bgy,,,,R," 1,067 ",," 1,054 "
012905010,Carusipan,Bgy,,,,R, 562 ,, 641
012905011,Catucdaan,Bgy,,,,R, 943 ,," 1,002 "
012905012,Cuancabal,Bgy,,,,R, 969 ,," 1,137 "
012905013,Cuantacla,Bgy,,,,R, 813 ,, 855
012905014,Daclapan,Bgy,,,,R," 2,280 ",," 2,396 "
012905015,Dardarat,Bgy,,,,R," 1,606 ",," 1,549 "
012905016,Lipit,Bgy,,,,R, 840 ,, 889
012905017,Maradodon,Bgy,,,,R, 753 ,, 730
012905018,Margaay,Bgy,,,,R, 832 ,, 996
012905019,Nagsantaan,Bgy,,,,R, 409 ,, 381
012905020,Nagsincaoan,Bgy,,,,R, 426 ,, 418
012905021,Namruangan,Bgy,,,,R," 1,914 ",," 2,015 "
012905022,Pila,Bgy,,,,R, 752 ,, 834
012905023,Pug-os,Bgy,,,,R," 1,917 ",," 2,077 "
012905024,Quezon (Pob.),Bgy,,,,R," 2,093 ",," 2,031 "
012905025,Reppaac,Bgy,,,,R, 364 ,, 295
012905026,Rizal (Pob.),Bgy,,,,R," 1,398 ",," 1,226 "
012905027,Sabang,Bgy,,,,R," 1,335 ",," 1,419 "
012905028,Sagayaden,Bgy,,,,R," 1,197 ",," 1,256 "
012905029,Salapasap,Bgy,,,,R," 1,821 ",," 1,848 "
012905030,Salomague,Bgy,,,,U," 1,619 ",," 1,675 "
012905031,Sisim,Bgy,,,,R, 732 ,, 709
012905032,Turod,Bgy,,,,R," 1,452 ",," 1,479 "
012905033,Turod-Patac,Bgy,,,,R, 929 ,, 950
012906000,City of Candon,City,,CC,4th,," 60,623 ",," 61,432 "
012906001,Allangigan Primero,Bgy,,,,R," 1,296 ",," 1,202 "
012906002,Allangigan Segundo,Bgy,,,,R," 1,109 ",," 1,170 "
012906003,Amguid,Bgy,,,,R, 699 ,, 686
012906004,Ayudante,Bgy,,,,R, 952 ,," 1,123 "
012906005,Bagani Camposanto,Bgy,,,,R," 2,125 ",," 2,156 "
012906006,Bagani Gabor,Bgy,,,,R, 583 ,, 538
012906007,Bagani Tocgo,Bgy,,,,R, 610 ,, 559
012906008,Bagani Ubbog,Bgy,,,,R," 1,479 ",," 1,708 "
012906009,Bagar,Bgy,,,,R," 1,327 ",," 1,260 "
012906010,Balingaoan,Bgy,,,,R," 1,733 ",," 1,667 "
012906015,Bugnay,Bgy,,,,R, 816 ,, 759
012906016,Calaoaan,Bgy,,,,R," 2,572 ",," 2,608 "
012906017,Calongbuyan,Bgy,,,,R," 2,716 ",," 2,889 "
012906018,Caterman,Bgy,,,,R," 2,497 ",," 2,652 "
012906019,Cubcubboot,Bgy,,,,R, 458 ,, 463
012906020,Darapidap,Bgy,,,,R," 3,253 ",," 3,327 "
012906022,Langlangca Primero,Bgy,,,,R, 668 ,, 635
012906023,Langlangca Segundo,Bgy,,,,R," 1,230 ",," 1,226 "
012906024,Oaig-Daya,Bgy,,,,R," 2,119 ",," 2,041 "
012906025,Palacapac,Bgy,,,,R, 810 ,, 819
012906026,Paras,Bgy,,,,R," 1,299 ",," 1,471 "
012906027,Parioc Primero,Bgy,,,,R," 1,314 ",," 1,383 "
012906028,Parioc Segundo,Bgy,,,,R," 1,580 ",," 1,696 "
012906029,Patpata Primero,Bgy,,,,R," 1,130 ",," 1,200 "
012906030,Patpata Segundo,Bgy,,,,R," 1,665 ",," 1,755 "
012906031,Paypayad,Bgy,,,,R," 2,402 ",," 2,386 "
012906032,Salvador Primero,Bgy,,,,R, 950 ,, 956
012906033,Salvador Segundo,Bgy,,,,R, 802 ,, 799
012906034,San Agustin,Bgy,,,,R," 1,671 ",," 1,875 "
012906035,San Andres,Bgy,,,,R, 773 ,, 662
012906036,San Antonio (Pob.),Bgy,,,,U," 1,090 ",," 1,006 "
012906037,San Isidro (Pob.),Bgy,,,,U," 2,028 ",," 1,833 "
012906038,San Jose (Pob.),Bgy,,,,U," 2,044 ",," 1,811 "
012906039,San Juan (Pob.),Bgy,,,,R, 865 ,, 731
012906040,San Nicolas,Bgy,,,,R," 2,651 ",," 2,690 "
012906041,San Pedro,Bgy,,,,R, 721 ,, 717
012906042,Santo Tomas,Bgy,,,,R, 724 ,, 635
012906043,Tablac,Bgy,,,,R," 3,151 ",," 3,562 "
012906044,Talogtog,Bgy,,,,R," 1,920 ",," 1,992 "
012906045,Tamurong Primero,Bgy,,,,R," 1,420 ",," 1,392 "
012906046,Tamurong Segundo,Bgy,,,,R, 924 ,, 900
012906048,Villarica,Bgy,,,,R, 447 ,, 492
012907000,Caoayan,Mun,,,4th,," 19,861 ",," 19,574 "
012907001,Anonang Mayor,Bgy,,,,R," 1,061 ",, 958
012907002,Anonang Menor,Bgy,,,,R, 876 ,," 1,099 "
012907003,Baggoc,Bgy,,,,R, 749 ,, 775
012907004,Callaguip,Bgy,,,,R, 994 ,, 942
012907005,Caparacadan,Bgy,,,,R, 376 ,, 335
012907006,Fuerte,Bgy,,,,R," 2,711 ",," 2,675 "
012907007,Manangat,Bgy,,,,R," 1,038 ",, 978
012907008,Naguilian,Bgy,,,,U," 1,432 ",," 1,238 "
012907009,Nansuagao,Bgy,,,,R, 770 ,, 863
012907010,Pandan,Bgy,,,,R," 1,291 ",," 1,229 "
012907011,Pantay-Quitiquit,Bgy,,,,R, 422 ,, 432
012907012,Don Dimas Querubin (Pob.),Bgy,,,,R," 1,005 ",," 1,155 "
012907013,Puro,Bgy,,,,R," 1,227 ",," 1,106 "
012907014,Pantay Tamurong,Bgy,,,,R," 2,020 ",," 1,914 "
012907015,Villamar,Bgy,,,,R," 1,585 ",," 1,771 "
012907016,Don Alejandro Quirolgico (Pob.),Bgy,,,,R," 1,268 ",," 1,163 "
012907017,Don Lorenzo Querubin (Pob.),Bgy,,,,R," 1,036 ",, 941
012908000,Cervantes,Mun,,,4th,," 17,211 ",," 19,449 "
012908001,Aluling,Bgy,,,,R," 1,286 ",," 1,409 "
012908002,Comillas North,Bgy,,,,R," 1,870 ",," 2,333 "
012908003,Comillas South,Bgy,,,,R," 1,834 ",," 2,154 "
012908004,Concepcion (Pob.),Bgy,,,,U," 1,791 ",," 2,041 "
012908005,Dinwede East,Bgy,,,,R, 564 ,, 739
012908006,Dinwede West,Bgy,,,,R, 686 ,, 827
012908007,Libang,Bgy,,,,R," 1,003 ",," 1,044 "
012908010,Pilipil,Bgy,,,,R, 406 ,, 493
012908013,Remedios,Bgy,,,,R," 1,070 ",," 1,141 "
012908014,Rosario (Pob.),Bgy,,,,R," 2,115 ",," 2,344 "
012908015,San Juan,Bgy,,,,R," 2,004 ",," 2,148 "
012908016,San Luis,Bgy,,,,R, 900 ,, 918
012908017,Malaya,Bgy,,,,R," 1,682 ",," 1,858 "
012909000,Galimuyod,Mun,,,4th,," 10,748 ",," 10,244 "
012909001,Abaya,Bgy,,,,R, 311 ,, 281
012909002,Baracbac,Bgy,,,,R, 293 ,, 314
012909003,Bidbiday,Bgy,,,,R, 831 ,, 815
012909004,Bitong,Bgy,,,,R, 214 ,, 198
012909005,Borobor,Bgy,,,,R, 279 ,, 308
012909006,Calimugtong,Bgy,,,,R, 507 ,, 471
012909007,Calongbuyan,Bgy,,,,R, 639 ,, 530
012909008,Calumbaya,Bgy,,,,R, 289 ,, 265
012909009,Daldagan,Bgy,,,,R, 428 ,, 446
012909010,Kilang,Bgy,,,,R, 205 ,, 215
012909011,Legaspi,Bgy,,,,R, 355 ,, 338
012909012,Mabayag,Bgy,,,,R, 357 ,, 323
012909013,Matanubong,Bgy,,,,R, 206 ,, 156
012909014,Mckinley,Bgy,,,,R, 572 ,, 518
012909015,Nagsingcaoan,Bgy,,,,R, 292 ,, 354
012909016,Oaig-Daya,Bgy,,,,R, 316 ,, 279
012909017,Pagangpang,Bgy,,,,R, 504 ,, 432
012909018,Patac,Bgy,,,,R," 1,433 ",," 1,370 "
012909019,Poblacion,Bgy,,,,R, 536 ,, 461
012909020,Rubio,Bgy,,,,R, 658 ,, 664
012909021,Sabangan-Bato,Bgy,,,,R, 524 ,, 551
012909022,Sacaang,Bgy,,,,R, 403 ,, 434
012909023,San Vicente,Bgy,,,,R, 253 ,, 226
012909024,Sapang,Bgy,,,,R, 343 ,, 295
